Setting TERRIER_HOME to /media/workspace/IR-Reproducibility/systems/terrier/terrier-4.0
FATAL - Failed to load index. Index not found: /media/workspace/IR-Reproducibility/systems/terrier/terrier-4.0/var/index/data.properties not found.
A problem occurred: java.lang.IllegalArgumentException: Failed to load index: Index not found: /media/workspace/IR-Reproducibility/systems/terrier/terrier-4.0/var/index/data.properties not found.
java.lang.IllegalArgumentException: Failed to load index: Index not found: /media/workspace/IR-Reproducibility/systems/terrier/terrier-4.0/var/index/data.properties not found.
	at org.terrier.applications.batchquerying.TRECQuerying.loadIndex(TRECQuerying.java:359)
	at org.terrier.applications.batchquerying.TRECQuerying.<init>(TRECQuerying.java:270)
	at org.terrier.applications.TrecTerrier.run(TrecTerrier.java:414)
	at org.terrier.applications.TrecTerrier.applyOptions(TrecTerrier.java:588)
	at org.terrier.applications.TrecTerrier.main(TrecTerrier.java:245)
iprec_at_recall_0.00  	831	1.0000
iprec_at_recall_0.10  	831	1.0000
iprec_at_recall_0.20  	831	1.0000
iprec_at_recall_0.30  	831	0.8571
iprec_at_recall_0.40  	831	0.8421
iprec_at_recall_0.50  	831	0.7692
iprec_at_recall_0.60  	831	0.7241
iprec_at_recall_0.70  	831	0.4000
iprec_at_recall_0.80  	831	0.2667
iprec_at_recall_0.90  	831	0.0000
iprec_at_recall_1.00  	831	0.0000
P_5                   	831	1.0000
P_10                  	831	0.9000
P_15                  	831	0.8000
P_20                  	831	0.8000
P_30                  	831	0.7000
P_100                 	831	0.2600
P_200                 	831	0.1400
P_500                 	831	0.0600
P_1000                	831	0.0300
num_ret               	832	1000
num_rel               	832	571
num_rel_ret           	832	214
map                   	832	0.1376
Rprec                 	832	0.3030
bpref                 	832	0.3166
recip_rank            	832	0.1111
iprec_at_recall_0.00  	832	0.5846
iprec_at_recall_0.10  	832	0.4245
iprec_at_recall_0.20  	832	0.3466
iprec_at_recall_0.30  	832	0.3050
iprec_at_recall_0.40  	832	0.0000
iprec_at_recall_0.50  	832	0.0000
iprec_at_recall_0.60  	832	0.0000
iprec_at_recall_0.70  	832	0.0000
iprec_at_recall_0.80  	832	0.0000
iprec_at_recall_0.90  	832	0.0000
iprec_at_recall_1.00  	832	0.0000
P_5                   	832	0.0000
P_10                  	832	0.2000
P_15                  	832	0.3333
P_20                  	832	0.3500
P_30                  	832	0.5000
P_100                 	832	0.4600
P_200                 	832	0.3950
P_500                 	832	0.3140
P_1000                	832	0.2140
num_ret               	833	1000
num_rel               	833	73
num_rel_ret           	833	64
map                   	833	0.4337
Rprec                 	833	0.5479
bpref                 	833	0.4513
recip_rank            	833	1.0000
iprec_at_recall_0.00  	833	1.0000
iprec_at_recall_0.10  	833	0.6452
iprec_at_recall_0.20  	833	0.6452
iprec_at_recall_0.30  	833	0.5862
iprec_at_recall_0.40  	833	0.5862
iprec_at_recall_0.50  	833	0.5652
iprec_at_recall_0.60  	833	0.3607
iprec_at_recall_0.70  	833	0.3148
iprec_at_recall_0.80  	833	0.1460
iprec_at_recall_0.90  	833	0.0000
iprec_at_recall_1.00  	833	0.0000
P_5                   	833	0.8000
P_10                  	833	0.6000
P_15                  	833	0.5333
P_20                  	833	0.5000
P_30                  	833	0.6333
P_100                 	833	0.4200
P_200                 	833	0.2650
P_500                 	833	0.1180
P_1000                	833	0.0640
num_ret               	834	1000
num_rel               	834	344
num_rel_ret           	834	259
map                   	834	0.3575
Rprec                 	834	0.3430
bpref                 	834	0.6847
recip_rank            	834	1.0000
iprec_at_recall_0.00  	834	1.0000
iprec_at_recall_0.10  	834	0.8594
iprec_at_recall_0.20  	834	0.6330
iprec_at_recall_0.30  	834	0.3774
iprec_at_recall_0.40  	834	0.3774
iprec_at_recall_0.50  	834	0.3731
iprec_at_recall_0.60  	834	0.3605
iprec_at_recall_0.70  	834	0.3083
iprec_at_recall_0.80  	834	0.0000
iprec_at_recall_0.90  	834	0.0000
iprec_at_recall_1.00  	834	0.0000
P_5                   	834	1.0000
P_10                  	834	0.8000
P_15                  	834	0.7333
P_20                  	834	0.7000
P_30                  	834	0.7333
P_100                 	834	0.6600
P_200                 	834	0.3800
P_500                 	834	0.3660
P_1000                	834	0.2590
num_ret               	835	1000
num_rel               	835	84
num_rel_ret           	835	46
map                   	835	0.3406
Rprec                 	835	0.3571
bpref                 	835	0.3679
recip_rank            	835	1.0000
iprec_at_recall_0.00  	835	1.0000
iprec_at_recall_0.10  	835	1.0000
iprec_at_recall_0.20  	835	0.9000
iprec_at_recall_0.30  	835	0.7027
iprec_at_recall_0.40  	835	0.2698
iprec_at_recall_0.50  	835	0.1458
iprec_at_recall_0.60  	835	0.0000
iprec_at_recall_0.70  	835	0.0000
iprec_at_recall_0.80  	835	0.0000
iprec_at_recall_0.90  	835	0.0000
iprec_at_recall_1.00  	835	0.0000
P_5                   	835	1.0000
P_10                  	835	1.0000
P_15                  	835	0.9333
P_20                  	835	0.9000
P_30                  	835	0.7667
P_100                 	835	0.3100
P_200                 	835	0.1800
P_500                 	835	0.0900
P_1000                	835	0.0460
num_ret               	836	1000
num_rel               	836	50
num_rel_ret           	836	38
map                   	836	0.2554
Rprec                 	836	0.3400
bpref                 	836	0.2384
recip_rank            	836	1.0000
iprec_at_recall_0.00  	836	1.0000
iprec_at_recall_0.10  	836	0.4444
iprec_at_recall_0.20  	836	0.3529
iprec_at_recall_0.30  	836	0.3529
iprec_at_recall_0.40  	836	0.3175
iprec_at_recall_0.50  	836	0.2903
iprec_at_recall_0.60  	836	0.2190
iprec_at_recall_0.70  	836	0.1440
iprec_at_recall_0.80  	836	0.0000
iprec_at_recall_0.90  	836	0.0000
iprec_at_recall_1.00  	836	0.0000
P_5                   	836	0.6000
P_10                  	836	0.3000
P_15                  	836	0.3333
P_20                  	836	0.4000
P_30                  	836	0.3000
P_100                 	836	0.2700
P_200                 	836	0.1700
P_500                 	836	0.0740
P_1000                	836	0.0380
num_ret               	837	1000
num_rel               	837	71
num_rel_ret           	837	49
map                   	837	0.0516
Rprec                 	837	0.0141
bpref                 	837	0.0220
recip_rank            	837	0.0204
iprec_at_recall_0.00  	837	0.0995
iprec_at_recall_0.10  	837	0.0995
iprec_at_recall_0.20  	837	0.0995
iprec_at_recall_0.30  	837	0.0995
iprec_at_recall_0.40  	837	0.0963
iprec_at_recall_0.50  	837	0.0804
iprec_at_recall_0.60  	837	0.0684
iprec_at_recall_0.70  	837	0.0000
iprec_at_recall_0.80  	837	0.0000
iprec_at_recall_0.90  	837	0.0000
iprec_at_recall_1.00  	837	0.0000
P_5                   	837	0.0000
P_10                  	837	0.0000
P_15                  	837	0.0000
P_20                  	837	0.0000
P_30                  	837	0.0000
P_100                 	837	0.0500
P_200                 	837	0.0900
P_500                 	837	0.0720
P_1000                	837	0.0490
num_ret               	838	1000
num_rel               	838	75
num_rel_ret           	838	70
map                   	838	0.5815
Rprec                 	838	0.5733
bpref                 	838	0.5454
recip_rank            	838	1.0000
iprec_at_recall_0.00  	838	1.0000
iprec_at_recall_0.10  	838	1.0000
iprec_at_recall_0.20  	838	0.8333
iprec_at_recall_0.30  	838	0.8333
iprec_at_recall_0.40  	838	0.6667
iprec_at_recall_0.50  	838	0.6441
iprec_at_recall_0.60  	838	0.5056
iprec_at_recall_0.70  	838	0.4380
iprec_at_recall_0.80  	838	0.3947
iprec_at_recall_0.90  	838	0.1475
iprec_at_recall_1.00  	838	0.0000
P_5                   	838	1.0000
P_10                  	838	0.9000
P_15                  	838	0.8667
P_20                  	838	0.7500
P_30                  	838	0.8333
P_100                 	838	0.4700
P_200                 	838	0.3000
P_500                 	838	0.1360
P_1000                	838	0.0700
num_ret               	839	1000
num_rel               	839	237
num_rel_ret           	839	199
map                   	839	0.6143
Rprec                 	839	0.6456
bpref                 	839	0.7418
recip_rank            	839	1.0000
iprec_at_recall_0.00  	839	1.0000
iprec_at_recall_0.10  	839	0.9535
iprec_at_recall_0.20  	839	0.9180
iprec_at_recall_0.30  	839	0.8222
iprec_at_recall_0.40  	839	0.7698
iprec_at_recall_0.50  	839	0.7438
iprec_at_recall_0.60  	839	0.6651
iprec_at_recall_0.70  	839	0.5015
iprec_at_recall_0.80  	839	0.2937
iprec_at_recall_0.90  	839	0.0000
iprec_at_recall_1.00  	839	0.0000
P_5                   	839	1.0000
P_10                  	839	1.0000
P_15                  	839	0.9333
P_20                  	839	0.9500
P_30                  	839	0.9333
P_100                 	839	0.7800
P_200                 	839	0.6750
P_500                 	839	0.3660
P_1000                	839	0.1990
num_ret               	840	1000
num_rel               	840	90
num_rel_ret           	840	78
map                   	840	0.1528
Rprec                 	840	0.2111
bpref                 	840	0.1579
recip_rank            	840	0.1111
iprec_at_recall_0.00  	840	0.2276
iprec_at_recall_0.10  	840	0.2276
iprec_at_recall_0.20  	840	0.2276
iprec_at_recall_0.30  	840	0.2276
iprec_at_recall_0.40  	840	0.1824
iprec_at_recall_0.50  	840	0.1824
iprec_at_recall_0.60  	840	0.1824
iprec_at_recall_0.70  	840	0.1738
iprec_at_recall_0.80  	840	0.1738
iprec_at_recall_0.90  	840	0.0000
iprec_at_recall_1.00  	840	0.0000
P_5                   	840	0.0000
P_10                  	840	0.1000
P_15                  	840	0.1333
P_20                  	840	0.1500
P_30                  	840	0.1667
P_100                 	840	0.2000
P_200                 	840	0.1550
P_500                 	840	0.1500
P_1000                	840	0.0780
num_ret               	841	1000
num_rel               	841	150
num_rel_ret           	841	120
map                   	841	0.4077
Rprec                 	841	0.4533
bpref                 	841	0.4959
recip_rank            	841	1.0000
iprec_at_recall_0.00  	841	1.0000
iprec_at_recall_0.10  	841	0.8214
iprec_at_recall_0.20  	841	0.7561
iprec_at_recall_0.30  	841	0.6867
iprec_at_recall_0.40  	841	0.5556
iprec_at_recall_0.50  	841	0.4261
iprec_at_recall_0.60  	841	0.2795
iprec_at_recall_0.70  	841	0.1444
iprec_at_recall_0.80  	841	0.1326
iprec_at_recall_0.90  	841	0.0000
iprec_at_recall_1.00  	841	0.0000
P_5                   	841	0.8000
P_10                  	841	0.8000
P_15                  	841	0.7333
P_20                  	841	0.7500
P_30                  	841	0.8000
P_100                 	841	0.5700
P_200                 	841	0.3950
P_500                 	841	0.1980
P_1000                	841	0.1200
num_ret               	842	1000
num_rel               	842	97
num_rel_ret           	842	58
map                   	842	0.1061
Rprec                 	842	0.2062
bpref                 	842	0.1646
recip_rank            	842	0.0667
iprec_at_recall_0.00  	842	0.4688
iprec_at_recall_0.10  	842	0.4688
iprec_at_recall_0.20  	842	0.2817
iprec_at_recall_0.30  	842	0.1226
iprec_at_recall_0.40  	842	0.0848
iprec_at_recall_0.50  	842	0.0744
iprec_at_recall_0.60  	842	0.0000
iprec_at_recall_0.70  	842	0.0000
iprec_at_recall_0.80  	842	0.0000
iprec_at_recall_0.90  	842	0.0000
iprec_at_recall_1.00  	842	0.0000
P_5                   	842	0.0000
P_10                  	842	0.0000
P_15                  	842	0.0667
P_20                  	842	0.2000
P_30                  	842	0.4333
P_100                 	842	0.2000
P_200                 	842	0.1300
P_500                 	842	0.0800
P_1000                	842	0.0580
num_ret               	843	1000
num_rel               	843	63
num_rel_ret           	843	56
map                   	843	0.6593
Rprec                 	843	0.5873
bpref                 	843	0.6054
recip_rank            	843	1.0000
iprec_at_recall_0.00  	843	1.0000
iprec_at_recall_0.10  	843	1.0000
iprec_at_recall_0.20  	843	1.0000
iprec_at_recall_0.30  	843	0.9565
iprec_at_recall_0.40  	843	0.8889
iprec_at_recall_0.50  	843	0.8889
iprec_at_recall_0.60  	843	0.5846
iprec_at_recall_0.70  	843	0.4500
iprec_at_recall_0.80  	843	0.3467
iprec_at_recall_0.90  	843	0.0000
iprec_at_recall_1.00  	843	0.0000
P_5                   	843	1.0000
P_10                  	843	1.0000
P_15                  	843	1.0000
P_20                  	843	0.9500
P_30                  	843	0.8667
P_100                 	843	0.4500
P_200                 	843	0.2650
P_500                 	843	0.1100
P_1000                	843	0.0560
num_ret               	844	1000
num_rel               	844	25
num_rel_ret           	844	20
map                   	844	0.1241
Rprec                 	844	0.1200
bpref                 	844	0.1040
recip_rank            	844	1.0000
iprec_at_recall_0.00  	844	1.0000
iprec_at_recall_0.10  	844	0.3750
iprec_at_recall_0.20  	844	0.1233
iprec_at_recall_0.30  	844	0.1233
iprec_at_recall_0.40  	844	0.1220
iprec_at_recall_0.50  	844	0.0903
iprec_at_recall_0.60  	844	0.0687
iprec_at_recall_0.70  	844	0.0327
iprec_at_recall_0.80  	844	0.0234
iprec_at_recall_0.90  	844	0.0000
iprec_at_recall_1.00  	844	0.0000
P_5                   	844	0.2000
P_10                  	844	0.3000
P_15                  	844	0.2000
P_20                  	844	0.1500
P_30                  	844	0.1000
P_100                 	844	0.1000
P_200                 	844	0.0700
P_500                 	844	0.0340
P_1000                	844	0.0200
num_ret               	845	1000
num_rel               	845	87
num_rel_ret           	845	70
map                   	845	0.2699
Rprec                 	845	0.3333
bpref                 	845	0.2780
recip_rank            	845	1.0000
iprec_at_recall_0.00  	845	1.0000
iprec_at_recall_0.10  	845	0.5238
iprec_at_recall_0.20  	845	0.5000
iprec_at_recall_0.30  	845	0.3939
iprec_at_recall_0.40  	845	0.2893
iprec_at_recall_0.50  	845	0.2418
iprec_at_recall_0.60  	845	0.1929
iprec_at_recall_0.70  	845	0.1196
iprec_at_recall_0.80  	845	0.0802
iprec_at_recall_0.90  	845	0.0000
iprec_at_recall_1.00  	845	0.0000
P_5                   	845	0.6000
P_10                  	845	0.5000
P_15                  	845	0.5333
P_20                  	845	0.5000
P_30                  	845	0.5000
P_100                 	845	0.3000
P_200                 	845	0.2250
P_500                 	845	0.1200
P_1000                	845	0.0700
num_ret               	846	1000
num_rel               	846	63
num_rel_ret           	846	49
map                   	846	0.1855
Rprec                 	846	0.2857
bpref                 	846	0.2416
recip_rank            	846	0.3333
iprec_at_recall_0.00  	846	0.6000
iprec_at_recall_0.10  	846	0.5455
iprec_at_recall_0.20  	846	0.5357
iprec_at_recall_0.30  	846	0.1919
iprec_at_recall_0.40  	846	0.1361
iprec_at_recall_0.50  	846	0.0810
iprec_at_recall_0.60  	846	0.0643
iprec_at_recall_0.70  	846	0.0543
iprec_at_recall_0.80  	846	0.0000
iprec_at_recall_0.90  	846	0.0000
iprec_at_recall_1.00  	846	0.0000
P_5                   	846	0.6000
P_10                  	846	0.5000
P_15                  	846	0.5333
P_20                  	846	0.5000
P_30                  	846	0.5333
P_100                 	846	0.1900
P_200                 	846	0.1300
P_500                 	846	0.0700
P_1000                	846	0.0490
num_ret               	847	1000
num_rel               	847	86
num_rel_ret           	847	80
map                   	847	0.6770
Rprec                 	847	0.6628
bpref                 	847	0.6883
recip_rank            	847	1.0000
iprec_at_recall_0.00  	847	1.0000
iprec_at_recall_0.10  	847	1.0000
iprec_at_recall_0.20  	847	1.0000
iprec_at_recall_0.30  	847	0.8478
iprec_at_recall_0.40  	847	0.8478
iprec_at_recall_0.50  	847	0.7742
iprec_at_recall_0.60  	847	0.7500
iprec_at_recall_0.70  	847	0.5398
iprec_at_recall_0.80  	847	0.4080
iprec_at_recall_0.90  	847	0.2344
iprec_at_recall_1.00  	847	0.0000
P_5                   	847	1.0000
P_10                  	847	1.0000
P_15                  	847	1.0000
P_20                  	847	0.9000
P_30                  	847	0.8333
P_100                 	847	0.5800
P_200                 	847	0.3550
P_500                 	847	0.1580
P_1000                	847	0.0800
num_ret               	848	1000
num_rel               	848	208
num_rel_ret           	848	120
map                   	848	0.1468
Rprec                 	848	0.2740
bpref                 	848	0.2523
recip_rank            	848	1.0000
iprec_at_recall_0.00  	848	1.0000
iprec_at_recall_0.10  	848	0.3394
iprec_at_recall_0.20  	848	0.3308
iprec_at_recall_0.30  	848	0.2530
iprec_at_recall_0.40  	848	0.1567
iprec_at_recall_0.50  	848	0.1365
iprec_at_recall_0.60  	848	0.0000
iprec_at_recall_0.70  	848	0.0000
iprec_at_recall_0.80  	848	0.0000
iprec_at_recall_0.90  	848	0.0000
iprec_at_recall_1.00  	848	0.0000
P_5                   	848	0.8000
P_10                  	848	0.4000
P_15                  	848	0.3333
P_20                  	848	0.2500
P_30                  	848	0.2667
P_100                 	848	0.3100
P_200                 	848	0.2750
P_500                 	848	0.1600
P_1000                	848	0.1200
num_ret               	849	1000
num_rel               	849	52
num_rel_ret           	849	48
map                   	849	0.4691
Rprec                 	849	0.4615
bpref                 	849	0.4120
recip_rank            	849	1.0000
iprec_at_recall_0.00  	849	1.0000
iprec_at_recall_0.10  	849	1.0000
iprec_at_recall_0.20  	849	0.9167
iprec_at_recall_0.30  	849	0.6400
iprec_at_recall_0.40  	849	0.5526
iprec_at_recall_0.50  	849	0.3662
iprec_at_recall_0.60  	849	0.3333
iprec_at_recall_0.70  	849	0.2741
iprec_at_recall_0.80  	849	0.0679
iprec_at_recall_0.90  	849	0.0587
iprec_at_recall_1.00  	849	0.0000
P_5                   	849	1.0000
P_10                  	849	1.0000
P_15                  	849	0.8000
P_20                  	849	0.7000
P_30                  	849	0.5667
P_100                 	849	0.3200
P_200                 	849	0.1900
P_500                 	849	0.0800
P_1000                	849	0.0480
num_ret               	850	1000
num_rel               	850	84
num_rel_ret           	850	74
map                   	850	0.2020
Rprec                 	850	0.2619
bpref                 	850	0.2124
recip_rank            	850	0.2500
iprec_at_recall_0.00  	850	0.4048
iprec_at_recall_0.10  	850	0.4048
iprec_at_recall_0.20  	850	0.4048
iprec_at_recall_0.30  	850	0.2680
iprec_at_recall_0.40  	850	0.2222
iprec_at_recall_0.50  	850	0.2222
iprec_at_recall_0.60  	850	0.1957
iprec_at_recall_0.70  	850	0.1838
iprec_at_recall_0.80  	850	0.1198
iprec_at_recall_0.90  	850	0.0000
iprec_at_recall_1.00  	850	0.0000
P_5                   	850	0.2000
P_10                  	850	0.3000
P_15                  	850	0.2000
P_20                  	850	0.2500
P_30                  	850	0.3667
P_100                 	850	0.2600
P_200                 	850	0.2150
P_500                 	850	0.1260
P_1000                	850	0.0740
runid                 	all	DPH_Bo1bfree
num_q                 	all	50
num_ret               	all	50000
num_rel               	all	5893
num_rel_ret           	all	4392
map                   	all	0.3480
gm_map                	all	0.2263
Rprec                 	all	0.3846
bpref                 	all	0.3939
recip_rank            	all	0.7512
iprec_at_recall_0.00  	all	0.8154
iprec_at_recall_0.10  	all	0.6633
iprec_at_recall_0.20  	all	0.5768
iprec_at_recall_0.30  	all	0.4807
iprec_at_recall_0.40  	all	0.4053
iprec_at_recall_0.50  	all	0.3611
iprec_at_recall_0.60  	all	0.2928
iprec_at_recall_0.70  	all	0.2191
iprec_at_recall_0.80  	all	0.1391
iprec_at_recall_0.90  	all	0.0614
iprec_at_recall_1.00  	all	0.0009
P_5                   	all	0.6360
P_10                  	all	0.5920
P_15                  	all	0.5787
P_20                  	all	0.5510
P_30                  	all	0.5280
P_100                 	all	0.3778
P_200                 	all	0.2716
P_500                 	all	0.1500
P_1000                	all	0.0878
